Year,Tm,WAR,Salary,Position
2014,DET,0.0,,RF
2014,BOS,0.0,"$4,750,000",P
2014,NYM,2.3,"$5,700,000",2B
2014,CLE,-0.3,"$5,500,000",RF
2014,TEX,-0.2,"$825,000",2B
2014,NYY,0.5,"$502,700",C
2014,TBR,-0.9,"$504,200",RF
2014,SDP,-0.2,"$775,000",RF
2014,Tm,WAR,Salary,
2014,BOS,2.8,"$16,000,000",1B
2014,DET,0.0,"$9,000,000",P
2014,BOS,3.5,"$556,500",RF
2014,TOR,2.5,"$3,000,000",C
2014,LAA,0.0,,1B
2014,CIN,2.1,,3B
2014,SDP,-0.1,,3B
2014,MIL,-0.1,,P
2014,PHI,0.0,,P
2014,STL,0.0,"$1,000,000",P
2014,COL,-0.2,"$2,025,000",P
2014,NYM,0.1,"$5,000,000",P
2014,CHW,-0.3,,C
2014,NYM,1.3,,LF
2014,PHI,0.6,"$1,125,000",C
2014,3TM,-1.1,"$950,000",3B
2014,3TM,-0.1,"$512,400",P
2014,MIN,0.0,"$12,000,000",P
2014,TOR,,,P
2014,BAL,0.0,"$5,300,000",P
2014,TOR,,,P
2014,OAK,3.2,"$505,000",C
2014,NYY,,"$3,300,000",P
2014,MIN,-0.1,,3B
2014,2TM,-0.1,"$504,500",P
2014,Tm,WAR,Salary,
2014,BAL,0.0,"$3,200,000",P
2014,OAK,0.0,"$1,500,000",P
2014,LAA,0.0,,LF
2014,PHI,0.0,,P
2014,HOU,,"$503,600",P
2014,TEX,0.5,,2B
2014,TBR,0.0,"$503,100",P
2014,TEX,0.0,"$2,625,000",P
2014,MIN,,,P
2014,LAD,-0.1,,C
2014,CHC,-0.7,"$502,000",3B
2014,CIN,0.0,"$1,350,000",P
2014,DET,,,P
2014,BOS,2.6,"$15,000,000",1B
2014,OAK,0.0,"$502,500",P
2014,COL,0.0,"$502,000",P
2014,2TM,0.0,"$1,250,000",P
2014,MIL,-0.6,"$1,500,000",1B
2014,TBR,0.0,"$1,500,000",P
2014,HOU,,,P
2014,ARI,1.6,"$500,000",SS
2014,MIA,4.4,"$505,000",CF
2014,2TM,-0.6,"$502,000",C
2014,SFG,1.4,"$10,250,000",CF
2014,MIL,0.0,,C
2014,Tm,WAR,Salary,
2014,SFG,1.9,,2B
2014,PHI,0.0,"$13,000,000",P
2014,2TM,0.3,,3B
2014,CHC,0.0,,P
2014,COL,-0.4,,RF
2014,MIN,-1.1,,1B
2014,NYM,0.0,"$3,700,000",P
2014,2TM,-0.5,"$4,850,000",RF
2014,CIN,0.0,"$2,000,000",P
2014,OAK,0.2,,SS
2014,CIN,0.0,,P
2014,ATL,-0.4,"$500,000",2B
2014,ARI,0.0,,P
2014,LAD,,,P
2014,TEX,,,P
2014,2TM,0.0,"$1,275,000",P
2014,ARI,-0.4,,LF
2014,CHW,0.0,"$1,750,000",P
2014,COL,0.6,,1B
2014,SEA,0.0,"$503,500",P
2014,HOU,-0.1,"$504,300",P
2014,BAL,5.8,"$700,000",1B
2014,2TM,-0.3,"$14,500,000",P
2014,LAD,0.0,,CF
2014,BOS,3.9,"$12,500,000",2B
2014,Tm,WAR,Salary,
2014,KCR,0.0,,RF
2014,MIN,,"$5,500,000",P
2014,CIN,-0.2,"$875,000",1B
2014,TEX,-0.3,,1B
2014,KCR,0.1,,C
2014,ATL,0.5,"$700,000",2B
2014,SFG,4.0,"$16,000,000",RF
2014,ARI,1.3,"$3,250,000",SS
2014,MIA,0.2,,P
2014,ARI,1.2,,RF
2014,STL,5.8,"$15,500,000",SS
2014,TBR,0.0,"$3,000,000",P
2014,MIL,-0.2,"$515,000",P
2014,STL,0.0,,
2014,LAD,0.0,"$2,300,000",P
2014,NYY,-0.1,,CF
2014,DET,0.0,,2B
2014,SFG,-0.9,"$501,000",LF
2014,TEX,0.0,"$750,000",P
2014,ARI,0.0,"$1,750,000",P
2014,CLE,0.8,,C
2014,KCR,3.6,"$1,500,000",C
2014,MIN,0.0,"$4,025,000",P
2014,2TM,0.0,"$975,000",P
2014,SDP,-0.5,,2B
2014,Tm,WAR,Salary,
2014,HOU,1.0,,SS
2014,SFG,-0.2,"$845,000",P
2014,CHW,0.0,,P
2014,PHI,0.0,"$500,000",P
2014,STL,-0.1,,LF
2014,CHW,0.2,,C
2014,BAL,-0.1,,
2014,NYY,0.0,"$541,425",P
2014,CIN,1.0,"$11,000,000",2B
2014,2TM,-0.7,"$8,250,000",C
2014,TOR,0.6,,LF
2014,PIT,-0.1,"$505,500",P
2014,NYY,,"$538,475",P
2014,MIN,,,P
2014,MIN,0.0,"$500,000",C
2014,NYY,0.2,,2B
2014,MIN,4.2,"$2,350,000",3B
2014,PIT,0.3,,RF
2014,MIN,0.2,,SS
2014,ARI,3.4,"$507,000",CF
2014,OAK,,,P
2014,TOR,0.0,,LF
2014,DET,-0.1,"$8,500,000",P
2014,TEX,0.0,,P
2014,SFG,5.1,"$12,500,000",C
2014,Tm,WAR,Salary,
2014,2TM,3.2,"$11,000,000",3B
2014,HOU,0.2,,LF
2014,MIN,,,P
2014,CLE,,,P
2014,2TM,-0.1,"$14,000,000",P
2014,COL,0.0,,LF
2014,SEA,,,P
2014,LAD,4.9,"$3,714,000",RF
2014,LAA,3.9,"$23,000,000",1B
2014,OAK,0.7,"$2,750,000",2B
2014,DET,0.0,"$510,000",P
2014,CHW,0.0,,P
2014,ARI,0.0,"$7,000,000",P
2014,SDP,0.0,,P
2014,HOU,0.0,"$2,700,000",P
2014,SDP,-0.7,"$9,500,000",LF
2014,CHW,-0.1,"$850,000",P
2014,NYM,-0.1,,SS
2014,SEA,0.0,,C
2014,SFG,-0.1,,C
2014,CLE,-1.4,"$2,250,000",RF
2014,CHW,3.5,"$9,500,000",SS
2014,MIL,1.0,"$16,000,000",3B
2014,SEA,0.0,"$511,800",P
2014,LAD,3.7,"$16,000,000",SS
2014,Tm,WAR,Salary,
2014,CLE,1.5,,SS
2014,NYY,,,P
2014,CHC,0.0,,P
2014,BAL,,,P
2014,MIA,0.0,"$510,000",P
2014,TBR,0.0,"$750,000",P
2014,WSN,1.4,"$2,095,000",C
2014,BOS,-0.1,,P
2014,TOR,1.1,"$7,000,000",CF
2014,LAA,0.0,"$501,250",P
2014,TOR,0.0,,P
2014,DET,0.1,,P
2014,MIA,0.0,,C
2014,NYM,1.0,"$505,340",C
2014,OAK,3.2,"$2,700,000",RF
2014,TOR,0.0,"$505,700",P
2014,ARI,0.0,"$538,500",P
2014,DET,0.0,"$503,000",P
2014,2TM,0.1,,LF
2014,WSN,6.5,"$1,800,000",3B
2014,PHI,1.1,"$1,950,000",CF
2014,TOR,3.4,"$16,000,000",SS
2014,MIL,0.2,"$2,000,000",1B
2014,NYM,0.0,"$542,500",P
2014,LAA,-0.2,"$520,000",P
2014,Tm,WAR,Salary,
2014,NYY,0.1,,RF
2014,TBR,,,P
2014,CHW,0.0,,P
2014,TEX,0.3,"$12,500,000",RF
2014,SDP,2.7,"$506,400",C
2014,BOS,0.1,,3B
2014,CHC,5.6,"$1,250,000",1B
2014,SDP,0.1,,P
2014,WSN,-0.3,"$506,100",P
2014,NYY,0.7,"$2,000,000",2B
2014,BOS,-0.1,,3B
2014,TEX,0.1,,LF
2014,NYY,0.0,"$5,215,000",P
2014,LAD,0.1,,1B
2014,STL,-0.5,"$519,000",RF
2014,SEA,0.0,"$7,000,000",P
2014,OAK,,"$600,000",P
2014,MIL,0.0,"$3,250,000",P
2014,TEX,-0.1,,3B
2014,MIA,0.0,,P
2014,LAD,0.0,"$512,500",P
2014,TBR,0.0,"$1,475,000",2B
2014,PIT,0.0,"$13,000,000",P
2014,KCR,0.0,,P
2014,CIN,-0.2,,RF
2014,Tm,WAR,Salary,
2014,NYY,,,P
2014,2TM,0.0,"$1,850,000",P
2014,MIL,-0.2,,1B
2014,LAD,0.9,,SS
2014,PHI,4.1,"$11,000,000",SS
2014,LAD,-0.3,,RF
2014,SEA,-1.5,,RF
2014,DET,0.7,"$504,000",SS
2014,NYY,-0.1,"$524,800",C
2014,SFG,0.0,"$5,500,000",P
2014,CHC,0.0,"$514,000",P
2014,STL,0.0,,P
2014,TEX,0.8,"$750,000",1B
2014,COL,-0.3,"$502,000",C
2014,PHI,0.0,"$500,000",P
2014,STL,0.0,"$521,000",P
2014,TEX,,,P
2014,ARI,-1.0,"$9,500,000",LF
2014,BOS,-0.3,"$3,100,000",C
2014,TEX,0.0,"$512,745",P
2014,SDP,0.5,"$1,980,000",P
2014,CHC,0.0,,P
2014,LAA,,,P
2014,TEX,,,P
2014,ARI,0.0,,P
2014,Tm,WAR,Salary,
2014,TEX,0.2,,LF
2014,LAA,0.0,,P
2014,PHI,0.2,"$500,000",1B
2014,CHC,-0.4,"$2,000,000",RF
2014,PHI,3.1,"$8,500,000",C
2014,PHI,-0.4,"$500,000",C
2014,CHC,0.0,"$503,500",P
2014,2TM,0.0,"$1,775,000",P
2014,COL,-0.4,"$501,000",SS
2014,NYY,-0.7,"$2,000,000",SS
2014,DET,,,P
2014,LAD,0.1,"$4,333,000",P
2014,CLE,0.0,"$1,375,000",P
2014,NYY,-0.1,"$23,000,000",P
2014,PIT,0.0,,P
2014,LAA,0.0,"$870,000",P
2014,CLE,0.0,"$501,500",P
2014,CHW,0.0,"$3,500,000",P
2014,MIA,0.5,"$6,000,000",C
2014,2TM,0.1,"$5,345,000",P
2014,TOR,0.0,,P
2014,DET,0.1,"$15,800,000",P
2014,PIT,-0.1,"$2,300,000",1B
2014,SFG,-0.4,"$512,000",C
2014,PIT,-0.1,"$507,000",C
2014,Tm,WAR,Salary,
2014,CHW,-0.4,,2B
2014,SFG,3.2,"$8,250,000",3B
2014,TBR,-0.1,,
2014,CLE,2.8,"$3,500,000",1B
2014,MIN,3.8,,CF
2014,HOU,-0.4,,LF
2014,ATL,-0.1,"$14,100,000",P
2014,LAA,0.0,"$530,000",P
2014,CIN,0.6,"$1,100,000",3B
2014,TOR,0.0,"$3,750,000",P
2014,TEX,0.0,,2B
2014,NYM,-0.5,"$506,809",1B
2014,2TM,,"$500,000",P
2014,SEA,2.5,"$2,300,000",RF
2014,OAK,,,P
2014,COL,0.0,,P
2014,2TM,-0.2,"$1,090,000",LF
2014,MIL,-0.3,"$505,000",LF
2014,TEX,,"$515,179",P
2014,DET,-0.1,"$15,525,000",P
2014,2TM,-0.7,"$5,000,000",RF
2014,CHC,0.1,,P
2014,ATL,0.1,,P
2014,BAL,1.2,"$500,500",2B
2014,ARI,0.0,,P
2014,Tm,WAR,Salary,
2014,CIN,-1.2,"$2,000,000",LF
2014,OAK,0.0,"$505,000",P
2014,STL,0.1,,1B
2014,SFG,-0.3,"$6,666,667",2B
2014,SEA,6.3,"$540,100",3B
2014,MIL,0.9,"$534,000",SS
2014,CLE,0.0,"$504,000",2B
2014,CHW,0.8,"$500,000",3B
2014,CLE,0.0,"$529,500",P
2014,KCR,0.1,"$13,500,000",P
2014,LAA,0.0,"$500,500",P
2014,ATL,0.0,,P
2014,2TM,-0.4,"$515,000",LF
2014,STL,0.0,"$505,000",P
2014,2TM,-0.2,"$504,700",RF
2014,ATL,2.6,"$1,000,000",SS
2014,ATL,0.0,,P
2014,CIN,-0.1,"$1,500,000",P
2014,HOU,-0.6,"$1,500,000",1B
2014,HOU,0.0,,P
2014,2TM,0.2,"$750,000",LF
2014,NYY,0.0,,3B
2014,LAA,0.0,"$502,250",P
2014,MIA,-0.1,"$800,000",P
2014,SEA,,,P
2014,Tm,WAR,Salary,
2014,DET,,,P
2014,LAA,0.0,"$5,250,000",P
2014,SDP,3.4,"$4,500,000",LF
2014,MIL,0.0,"$502,000",P
2014,SEA,-0.3,"$2,637,500",1B
2014,TEX,1.1,,LF
2014,2TM,0.0,"$520,000",P
2014,PIT,1.9,"$1,200,000",RF
2014,CHW,,,P
2014,TEX,0.0,,1B
2014,OAK,0.7,"$510,000",2B
2014,MIA,-0.3,"$511,500",2B
2014,2TM,1.4,,3B
2014,CHC,0.9,,RF
2014,TBR,-0.3,,C
2014,2TM,0.0,"$5,500,000",P
2014,NYY,-1.2,"$18,000,000",RF
2014,WSN,0.0,"$11,000,000",P
2014,2TM,0.2,"$3,050,000",C
2014,CIN,-0.4,"$500,000",1B
2014,WSN,-0.1,,RF
2014,WSN,4.3,"$6,500,000",CF
2014,SDP,0.2,,3B
2014,HOU,2.0,,RF
2014,ARI,0.1,,P
2014,Tm,WAR,Salary,
2014,WSN,0.1,"$1,375,000",P
2014,MIA,6.5,"$6,500,000",RF
2014,HOU,0.2,,C
2014,SDP,0.0,"$1,600,000",P
2014,PIT,0.5,"$1,000,000",C
2014,LAA,-0.5,,3B
2014,BAL,,"$504,000",P
2014,ARI,0.0,,P
2014,WSN,0.0,"$3,450,000",P
2014,2TM,0.0,"$505,000",P
2014,LAD,3.5,"$515,000",2B
2014,WSN,-0.1,"$3,975,000",P
2014,2TM,0.0,"$7,000,000",P
2014,SFG,0.0,,P
2014,TOR,0.0,,P
2014,CHC,0.0,"$1,325,000",P
2014,COL,2.3,"$4,100,000",CF
2014,SDP,-0.2,"$2,750,000",P
2014,DET,0.8,,SS
2014,SEA,-0.1,,C
2014,CHW,,,P
2014,SFG,0.7,,C
2014,NYY,0.9,"$6,500,000",RF
2014,MIN,2.6,"$2,750,000",C
2014,MIN,0.0,"$935,000",P
2014,Tm,WAR,Salary,
2014,CHC,-0.1,"$1,500,000",CF
2014,CLE,-1.8,"$15,000,000",1B
2014,CHC,-0.3,,RF
2014,PIT,-0.2,"$3,000,000",RF
2014,NYY,0.0,"$22,000,000",P
2014,STL,-1.2,,RF
2014,SEA,1.2,,SS
2014,CHW,0.2,,LF
2014,WSN,-0.1,,CF
2014,BOS,0.0,"$1,275,000",P
2014,NYM,-0.3,,C
2014,ATL,0.0,"$800,000",P
2014,NYY,0.8,"$22,500,000",1B
2014,NYM,1.9,"$1,100,000",SS
2014,TEX,-0.1,,C
2014,TEX,0.1,,P
2014,ATL,0.0,,1B
2014,2TM,0.0,"$2,375,000",P
2014,SDP,0.0,"$515,800",P
2014,MIN,0.0,"$510,000",P
2014,TOR,-0.2,"$1,250,000",C
2014,ATL,0.0,,P
2014,MIN,,,P
2014,CHW,,,P
2014,MIL,0.0,"$505,000",P
2014,Tm,WAR,Salary,
2014,2TM,0.0,"$3,500,000",P
2014,BAL,0.0,"$546,000",P
2014,TEX,0.0,"$502,082",P
2014,TOR,0.8,,2B
2014,CLE,0.0,"$800,000",P
2014,MIN,,,P
2014,SDP,0.0,"$509,000",P
2014,NYM,-0.1,"$561,875",P
2014,NYM,-0.1,,SS
2014,WSN,0.0,,P
2014,LAD,-0.2,,SS
2014,HOU,0.0,,P
2014,LAA,7.7,"$1,000,000",CF
2014,ARI,-0.8,"$4,800,000",1B
2014,STL,0.0,,P
2014,COL,5.8,"$16,000,000",SS
2014,2TM,0.3,,P
2014,LAD,4.1,"$1,000,000",3B
2014,BOS,0.0,"$5,000,000",P
2014,2TM,-1.2,"$13,000,000",2B
2014,ATL,3.1,"$14,250,000",LF
2014,ATL,-0.1,"$13,450,000",CF
2014,LAD,4.0,"$6,500,000",3B
2014,PHI,3.7,"$15,000,000",2B
2014,CHC,-0.1,,1B
2014,Tm,WAR,Salary,
2014,CHC,2.5,"$1,710,000",3B
2014,HOU,,,P
2014,MIA,0.0,,2B
2014,2TM,0.5,"$1,065,000",3B
2014,NYM,0.0,"$1,000,000",P
2014,LAD,2.7,"$507,500",LF
2014,KCR,,"$7,000,000",P
2014,MIN,0.6,,1B
2014,ATL,0.0,"$515,000",P
2014,BOS,0.9,,C
2014,CHW,0.0,"$516,000",P
2014,SDP,1.1,"$4,250,000",CF
2014,KCR,0.0,"$500,500",P
2014,2TM,0.0,"$3,850,000",P
2014,DET,,,P
2014,DET,0.1,"$20,000,000",P
2014,CHW,-0.5,"$2,800,000",RF
2014,BOS,0.5,"$13,000,000",RF
2014,CHC,-0.2,"$5,000,000",P
2014,HOU,0.9,"$503,800",SS
2014,CIN,0.1,,P
2014,SDP,0.0,"$510,200",P
2014,CHC,0.0,,P
2014,SFG,-0.1,"$5,000,000",P
2014,OAK,1.2,"$502,500",1B
2014,Tm,WAR,Salary,
2014,PIT,-0.4,"$5,000,000",P
2014,CIN,1.7,"$12,000,000",1B
2014,STL,-0.3,"$510,000",P
2014,CHC,-0.1,,P
2014,TOR,,,P
2014,STL,0.3,"$19,500,000",P
2014,ATL,0.0,"$1,490,000",P
2014,BAL,-0.2,,1B
2014,PIT,3.6,"$5,750,000",2B
2014,SEA,,"$502,400",P
2014,LAA,,,P
2014,2TM,0.2,,LF
2014,MIL,0.0,,P
2014,NYY,0.0,"$527,400",P
2014,CHC,-0.4,,2B
2014,PIT,0.1,"$518,500",P
2014,LAA,0.0,"$16,000,000",P
2014,CHW,0.0,"$500,000",P
2014,BAL,0.0,"$1,750,000",P
2014,BOS,,,P
2014,2TM,0.1,"$515,000",2B
2014,MIL,0.2,"$11,000,000",2B
2014,WSN,4.2,"$20,000,000",RF
2014,TEX,,,P
2014,COL,-0.4,"$500,000",3B
2014,Tm,WAR,Salary,
2014,NYM,-0.3,"$512,375",P
2014,NYY,0.0,,3B
2014,DET,0.0,,P
2014,CHC,-0.4,,C
2014,NYY,0.0,,P
2014,SDP,0.0,"$501,600",P
2014,BAL,0.9,"$7,700,000",C
2014,SEA,0.0,"$528,800",P
2014,CHW,-0.6,,1B
2014,COL,0.0,,C
2014,3TM,0.0,"$2,100,000",P
2014,2TM,1.1,"$7,000,000",LF
2014,BOS,0.0,,P
2014,ARI,0.0,,C
2014,LAD,0.0,"$10,000,000",P
2014,LAA,0.0,"$16,000,000",P
2014,TEX,0.2,,2B
2014,PIT,0.0,"$515,000",P
2014,LAD,0.0,"$506,600",P
2014,MIA,0.0,,P
2014,STL,2.4,"$500,000",2B
2014,ATL,-0.2,"$506,250",P
2014,CLE,,"$560,000",P
2014,CHC,0.9,"$3,900,000",P
2014,MIL,0.0,"$501,000",P
2014,Tm,WAR,Salary,
2014,BOS,-0.1,"$518,000",P
2014,PIT,-0.2,,P
2014,DET,-0.2,,SS
2014,NYM,2.1,"$20,000,000",3B
2014,LAD,-0.1,"$1,800,000",P
2014,BOS,0.0,"$502,000",P
2014,CHC,0.0,"$1,425,000",P
2014,TBR,0.0,,P
2014,MIA,3.8,"$505,000",LF
2014,COL,0.4,,3B
2014,SEA,0.0,"$1,250,000",P
2014,2TM,1.1,"$7,250,000",LF
2014,BAL,1.0,,LF
2014,NYM,1.1,"$1,850,000",LF
2014,HOU,0.0,,P
2014,ARI,0.0,"$4,500,000",P
2014,WSN,0.4,"$14,000,000",LF
2014,WSN,0.2,"$7,500,000",P
2014,TBR,4.4,"$7,000,000",2B
2014,SEA,0.4,"$504,100",C
2015,ATL,0.0,,P
2015,OAK,0.0,"$1,087,500",P
2015,CHW,3.5,"$8,666,000",1B
2015,MIN,0.0,,P
2015,2TM,-1.0,"$2,600,000",LF
2015,COL,0.1,,SS
2015,CLE,0.0,"$507,700",P
2015,STL,0.0,"$534,000",1B
2015,CIN,0.0,,P
2015,SFG,0.2,,2B
2015,SFG,0.0,"$6,000,000",P
2015,CLE,-0.2,,1B
2015,ARI,1.1,"$508,500",SS
2015,TOR,,,P
2015,CHW,,"$1,500,000",P
2015,TEX,0.4,,2B
2015,DET,0.0,"$1,725,000",P
2015,CHC,-0.3,"$510,000",2B
2015,KCR,,,P
2015,CLE,0.0,"$547,100",P
2015,2TM,0.8,,CF
2015,KCR,0.0,,P
2015,SDP,1.9,"$1,650,000",1B
2015,PHI,1.8,,LF
2015,HOU,4.0,"$2,500,000",2B
2015,Tm,WAR,Salary,
2015,BAL,0.0,,RF
2015,NYM,0.0,,P
2015,MIA,0.1,"$4,000,000",P
2015,LAA,0.0,"$509,500",P
2015,PIT,0.1,"$5,750,000",1B
2015,OAK,,"$507,500",P
2015,SDP,-0.4,"$1,150,000",SS
2015,LAD,-0.1,"$10,000,000",P
2015,OAK,0.1,,C
2015,ARI,-0.4,"$512,500",P
2015,CLE,0.0,,P
2015,TBR,0.0,"$507,500",P
2015,TEX,1.8,"$15,000,000",SS
2015,STL,0.0,,
2015,SFG,1.0,"$4,000,000",LF
2015,PHI,0.0,,P
2015,TBR,-0.1,"$1,166,667",P
2015,MIN,-0.3,"$532,500",LF
2015,COL,6.3,"$512,500",3B
2015,TBR,0.7,,C
2015,SFG,0.0,"$1,450,000",3B
2015,CLE,,,P
2015,BOS,,,P
2015,CHC,0.3,"$3,630,000",P
2015,PHI,-0.7,"$517,500",LF
2015,Tm,WAR,Salary,
2015,PHI,0.1,,P
2015,MIL,-0.2,,C
2015,CLE,,"$900,000",P
2015,PHI,0.1,,P
2015,DET,0.0,"$5,400,000",C
2015,2TM,0.0,"$530,000",P
2015,CLE,-1.5,"$3,500,000",LF
2015,CIN,0.0,,P
2015,COL,0.0,"$2,600,000",P
2015,LAA,2.2,"$8,500,000",SS
2015,CIN,0.0,"$1,000,000",P
2015,CHC,0.6,,2B
2015,LAD,0.0,"$512,500",P
2015,NYY,0.0,,P
2015,CIN,-0.1,"$10,000,000",P
2015,MIA,-0.2,"$2,100,000",1B
2015,LAD,0.0,,P
2015,CIN,0.0,,P
2015,TBR,0.0,,P
2015,LAA,0.1,,C
2015,ATL,-0.1,,P
2015,SDP,0.1,"$1,300,000",SS
2015,LAD,0.1,,C
2015,COL,-1.1,,LF
2015,BOS,,"$508,500",P
2015,Tm,WAR,Salary,
2015,2TM,0.3,"$2,525,000",3B
2015,CIN,0.2,,C
2015,SEA,-0.3,,C
2015,MIA,0.0,,P
2015,WSN,0.0,"$514,200",P
2015,MIL,0.0,,P
2015,TEX,0.0,"$725,000",P
2015,OAK,0.0,,P
2015,PIT,0.0,"$3,100,000",P
2015,CLE,0.0,"$1,940,000",P
2015,TOR,4.8,"$14,000,000",RF
2015,CHC,0.1,,RF
2015,LAD,0.0,"$2,750,000",P
2015,CHW,,,P
2015,CHW,0.6,"$2,000,000",3B
2015,TBR,-0.2,"$508,100",2B
2015,LAA,0.0,,P
2015,CHC,0.0,"$508,000",P
2015,SEA,0.0,,P
2015,TBR,0.0,,P
2015,STL,0.0,"$3,500,000",P
2015,TBR,0.0,"$513,600",P
2015,TBR,,,P
2015,SFG,4.1,"$3,600,000",1B
2015,NYY,1.1,"$15,000,000",RF
2015,Tm,WAR,Salary,
2015,TEX,4.4,"$16,000,000",3B
2015,SDP,0.0,"$8,000,000",P
2015,COL,0.0,,P
2015,MIN,0.0,,2B
2015,CHC,0.0,,CF
2015,NYY,0.0,"$507,500",P
2015,COL,0.0,"$1,000,000",P
2015,ATL,-0.1,"$507,500",C
2015,COL,0.0,,P
2015,BOS,6.1,"$514,500",CF
2015,BOS,0.0,,3B
2015,PHI,0.1,"$1,500,000",P
2015,NYY,0.7,,1B
2015,COL,2.0,"$517,500",CF
2015,OAK,-0.4,,C
2015,PHI,1.5,"$850,000",3B
2015,SFG,1.0,"$3,600,000",CF
2015,TEX,0.6,,1B
2015,2TM,-0.1,,P
2015,MIL,0.1,"$508,500",P
2015,NYM,0.0,,P
2015,SEA,-0.5,"$3,000,000",2B
2015,SFG,0.0,,P
2015,CIN,-1.3,"$1,250,000",CF
2015,BOS,4.3,"$543,000",SS
2015,Tm,WAR,Salary,
2015,PHI,0.2,,RF
2015,LAD,-0.4,,P
2015,CHW,-0.9,"$3,000,000",2B
2015,MIA,0.5,,1B
2015,CIN,-0.4,"$522,500",CF
2015,STL,-0.8,"$1,650,000",CF
2015,2TM,0.2,"$13,500,000",LF
2015,TBR,0.0,"$521,400",P
2015,2TM,0.0,,P
2015,MIN,0.0,"$750,000",P
2015,BAL,0.0,"$523,000",P
2015,ARI,0.0,,P
2015,ARI,-0.1,,P
2015,BOS,2.0,"$528,000",RF
2015,CLE,3.8,"$5,875,000",LF
2015,CHW,-0.3,,C
2015,MIL,3.3,"$13,000,000",RF
2015,BOS,0.0,"$2,000,000",P
2015,TBR,0.1,,2B
2015,ATL,0.0,,P
2015,MIA,-0.2,,3B
2015,ARI,0.6,,RF
2015,BAL,0.0,"$3,200,000",P
2015,SFG,0.0,,P
2015,2TM,0.0,,P
2015,Tm,WAR,Salary,
2015,COL,0.0,"$1,400,000",P
2015,COL,0.0,"$509,500",P
2015,PHI,0.3,"$2,600,000",RF
2015,SFG,-0.2,,C
2015,2TM,0.0,"$9,000,000",P
2015,PIT,-0.1,,CF
2015,CIN,0.9,"$12,000,000",RF
2015,CHC,5.3,,3B
2015,PHI,0.2,"$512,500",P
2015,HOU,,,P
2015,BOS,-0.1,"$12,000,000",P
2015,TOR,0.0,"$20,000,000",P
2015,SFG,1.0,"$6,750,000",P
2015,2TM,0.0,,P
2015,ARI,0.0,,P
2015,PIT,-0.1,"$8,500,000",P
2015,OAK,3.2,,CF
2015,WSN,0.2,,2B
2015,2TM,-0.3,"$987,500",C
2015,OAK,-0.6,"$6,666,000",1B
2015,COL,-0.4,"$509,500",P
2015,TBR,0.5,,LF
2015,MIN,0.4,,CF
2015,2TM,1.4,"$8,000,000",LF
2015,BAL,,,P
2015,Tm,WAR,Salary,
2015,TBR,1.6,"$7,500,000",SS
2015,BAL,-0.8,"$2,400,000",SS
2015,CHW,1.5,"$13,000,000",LF
2015,DET,4.9,"$22,000,000",1B
2015,CIN,0.5,,C
2015,2TM,0.0,"$12,000,000",P
2015,KCR,7.0,"$2,725,000",CF
2015,SFG,-0.3,"$21,000,000",P
2015,LAA,3.1,"$537,500",RF
2015,KCR,0.0,,SS
2015,2TM,-0.8,"$3,000,000",3B
2015,PIT,0.0,"$515,500",P
2015,NYM,-0.6,"$511,065",3B
2015,SDP,0.0,,P
2015,OAK,1.4,,1B
2015,SEA,3.5,"$24,000,000",2B
2015,MIA,0.1,,P
2015,NYY,0.0,"$5,000,000",P
2015,NYM,0.0,"$725,000",P
2015,2TM,0.0,"$1,300,000",P
2015,ATL,0.0,,P
2015,STL,5.0,"$3,750,000",3B
2015,CLE,0.3,"$2,337,500",P
2015,TOR,-1.0,,LF
2015,CHW,0.0,,P
2015,Tm,WAR,Salary,
2015,HOU,0.5,"$4,175,000",1B
2015,TBR,0.9,,C
2015,SDP,-0.2,"$4,050,000",P
2015,SFG,0.0,"$5,000,000",P
2015,DET,1.3,"$525,000",3B
2015,BOS,0.7,"$11,271,000",RF
2015,3TM,1.1,"$2,100,000",C
2015,OAK,0.0,,P
2015,ATL,0.4,,2B
2015,HOU,1.7,"$4,000,000",C
2015,2TM,0.0,,P
2015,COL,0.0,,P
2015,CHC,0.4,"$6,857,143",SS
2015,BOS,-0.1,"$508,500",1B
2015,TOR,0.0,"$2,475,000",P
2015,NYM,0.5,,LF
2015,2TM,0.0,"$516,500",P
2015,MIL,-0.5,"$507,500",C
2015,PIT,3.4,"$987,500",C
2015,2TM,6.2,"$10,500,000",LF
2015,ARI,0.0,,P
2015,ARI,0.0,"$507,500",P
2015,2TM,0.0,"$1,000,000",P
2015,CIN,0.0,"$8,050,000",P
2015,HOU,,,P
2015,Tm,WAR,Salary,
2015,OAK,0.0,"$2,150,000",P
2015,CLE,,,P
2015,BAL,,"$4,750,000",P
2015,TEX,1.7,"$518,290",C
2015,CLE,1.9,"$2,250,000",RF
2015,STL,0.1,"$3,000,000",P
2015,TEX,-0.1,,RF
2015,TEX,3.2,"$14,000,000",RF
2015,CIN,0.0,"$525,500",P
2015,ATL,0.1,,3B
2015,2TM,0.0,"$6,650,000",P
2015,TEX,,"$508,500",P
2015,BAL,0.4,"$514,000",C
2015,2TM,0.0,"$8,300,001",P
2015,CHC,2.2,"$2,505,000",LF
2015,2TM,0.0,"$2,250,000",P
2015,TOR,0.7,,1B
2015,WSN,-0.1,,P
2015,PIT,0.1,"$531,000",P
2015,KCR,-0.2,,3B
